date,tenant_id,location_id,product_id,day_of_week,is_holiday,product_category,current_price,sales_last_7_day,target_sales_qty
2024-01-02,1001,109,217,Tuesday,False,Appetizer,421.36,0,9
2024-01-02,1001,101,249,Tuesday,False,Main Course,192.13,0,19
2024-01-02,1001,108,213,Tuesday,False,Dessert,97.76,0,17
2024-01-02,1001,104,226,Tuesday,False,Main Course,315.73,0,11
2024-01-02,1001,105,236,Tuesday,False,Beverage,186.23,0,13
2024-01-02,1001,108,239,Tuesday,False,Beverage,311.52,0,23
2024-01-02,1001,101,229,Tuesday,False,Beverage,400.39,0,11
2024-01-02,1001,102,244,Tuesday,False,Dessert,421.11,0,20
2024-01-02,1001,107,211,Tuesday,False,Appetizer,196.56,0,22
2024-01-02,1001,105,234,Tuesday,False,Dessert,106.01,0,32
2024-01-02,1001,108,221,Tuesday,False,Main Course,187.52,0,34
2024-01-02,1001,108,206,Tuesday,False,Beverage,161.64,0,15
2024-01-02,1001,106,201,Tuesday,False,Appetizer,284.68,0,11
2024-01-02,1001,104,246,Tuesday,False,Beverage,404.8,0,35
2024-01-02,1001,109,227,Tuesday,False,Appetizer,293.85,0,25
2024-01-02,1001,101,220,Tuesday,False,Main Course,440.05,0,19
2024-01-02,1001,106,235,Tuesday,False,Main Course,178.43,0,16
2024-01-02,1001,102,215,Tuesday,False,Main Course,140.27,0,21
2024-01-02,1001,107,218,Tuesday,False,Beverage,392.39,0,18
2024-01-02,1001,101,241,Tuesday,False,Appetizer,368.49,0,21
2024-01-02,1001,105,242,Tuesday,False,Beverage,323.54,0,23
2024-01-02,1001,106,238,Tuesday,False,Beverage,418.52,0,13
2024-01-03,1002,107,254,Wednesday,False,Beverage,212.04,0,36
2024-01-03,1002,101,285,Wednesday,False,Beverage,138.72,0,51
2024-01-03,1002,106,276,Wednesday,False,Main Course,238.23,0,42
2024-01-03,1002,103,295,Wednesday,False,Beverage,422.08,0,30
2024-01-03,1002,102,294,Wednesday,False,Main Course,382.19,0,29
2024-01-03,1002,106,299,Wednesday,False,Main Course,77.82,0,24
2024-01-03,1002,107,279,Wednesday,False,Dessert,229.07,0,38
2024-01-03,1002,104,296,Wednesday,False,Beverage,282.95,0,14
2024-01-03,1002,105,280,Wednesday,False,Appetizer,436.14,0,33
2024-01-03,1002,102,257,Wednesday,False,Main Course,145.85,0,30
2024-01-03,1002,103,266,Wednesday,False,Beverage,71.39,0,14
2024-01-03,1002,105,267,Wednesday,False,Appetizer,110.92,0,32
2024-01-03,1002,108,268,Wednesday,False,Beverage,346.42,0,41
2024-01-03,1002,108,287,Wednesday,False,Beverage,364.69,0,31
2024-01-03,1002,102,300,Wednesday,False,Main Course,53.98,0,33
2024-01-03,1002,107,283,Wednesday,False,Beverage,191.51,0,15
2024-01-03,1002,106,272,Wednesday,False,Beverage,102.04,0,39
2024-01-03,1002,101,274,Wednesday,False,Beverage,176.85,0,21
2024-01-03,1002,106,253,Wednesday,False,Main Course,229.93,0,23
2024-01-03,1002,106,260,Wednesday,False,Main Course,204.39,0,42
2024-01-03,1002,107,259,Wednesday,False,Dessert,344.15,0,25
2024-01-03,1002,108,293,Wednesday,False,Main Course,108.36,0,35
2024-01-03,1002,103,291,Wednesday,False,Main Course,396.74,0,11
2024-01-03,1002,108,284,Wednesday,False,Dessert,146.49,0,47
2024-01-03,1002,105,264,Wednesday,False,Beverage,359.13,0,33
2024-01-03,1002,105,278,Wednesday,False,Main Course,345.96,0,25
2024-01-03,1002,106,275,Wednesday,False,Beverage,139.45,0,25
2024-01-03,1002,102,282,Wednesday,False,Beverage,376.76,0,20
2024-01-03,1002,109,252,Wednesday,False,Main Course,402.23,0,18
2024-01-04,1003,103,343,Thursday,False,Main Course,158.99,0,19
2024-01-04,1003,105,312,Thursday,False,Beverage,246.62,0,14
2024-01-04,1003,101,350,Thursday,False,Beverage,440.86,0,40
2024-01-04,1003,108,306,Thursday,False,Beverage,128.68,0,16
2024-01-04,1003,104,305,Thursday,False,Appetizer,63.75,0,21
2024-01-04,1003,106,320,Thursday,False,Appetizer,408.01,0,30
2024-01-04,1003,106,302,Thursday,False,Appetizer,132.64,0,22
2024-01-04,1003,104,311,Thursday,False,Main Course,250.66,0,34
2024-01-04,1003,106,327,Thursday,False,Main Course,244.78,0,14
2024-01-04,1003,106,344,Thursday,False,Main Course,53.6,0,26
2024-01-04,1003,102,347,Thursday,False,Main Course,390.15,0,30
2024-01-04,1003,108,318,Thursday,False,Main Course,157.37,0,26
2024-01-04,1003,104,314,Thursday,False,Main Course,74.2,0,19
2024-01-04,1003,106,303,Thursday,False,Appetizer,258.86,0,13
2024-01-04,1003,103,348,Thursday,False,Beverage,342.17,0,11
2024-01-04,1003,104,317,Thursday,False,Main Course,99.53,0,23
2024-01-04,1003,106,334,Thursday,False,Main Course,87.89,0,21
2024-01-04,1003,104,322,Thursday,False,Beverage,190.97,0,25
2024-01-04,1003,103,335,Thursday,False,Main Course,202.24,0,24
2024-01-04,1003,104,332,Thursday,False,Main Course,115.89,0,17
2024-01-04,1003,105,340,Thursday,False,Main Course,193.09,0,22
2024-01-04,1003,109,342,Thursday,False,Dessert,150.1,0,17
2024-01-04,1003,102,339,Thursday,False,Appetizer,210.1,0,21
2024-01-04,1003,107,321,Thursday,False,Appetizer,196.75,0,14
2024-01-04,1003,105,337,Thursday,False,Main Course,161.74,0,20
2024-01-04,1003,107,307,Thursday,False,Main Course,237.02,0,22
2024-01-04,1003,101,315,Thursday,False,Main Course,444.16,0,14
2024-01-04,1003,108,310,Thursday,False,Main Course,224.43,0,26
2024-01-04,1003,103,346,Thursday,False,Appetizer,92.53,0,21
2024-01-04,1003,105,313,Thursday,False,Main Course,236.51,0,21
2024-01-04,1003,109,338,Thursday,False,Beverage,94.74,0,10
2024-01-04,1003,109,333,Thursday,False,Main Course,206.11,0,20
2024-01-04,1003,104,341,Thursday,False,Main Course,214.67,0,22
2024-01-04,1003,108,336,Thursday,False,Appetizer,156.28,0,12
2024-01-04,1003,104,330,Thursday,False,Appetizer,340.77,0,18
2024-01-04,1003,105,319,Thursday,False,Appetizer,187.66,0,14
2024-01-05,1002,108,260,Friday,False,Main Course,204.39,0,51
2024-01-05,1002,104,272,Friday,False,Beverage,102.04,0,25
2024-01-05,1002,105,276,Friday,False,Main Course,238.23,0,33
2024-01-05,1002,105,281,Friday,False,Main Course,82.42,0,46
2024-01-05,1002,109,294,Friday,False,Main Course,382.19,0,26
2024-01-05,1002,106,271,Friday,False,Beverage,436.42,0,31
2024-01-05,1002,104,269,Friday,False,Dessert,101.0,23,46
2024-01-05,1002,101,274,Friday,False,Beverage,176.85,21,39
2024-01-05,1002,101,292,Friday,False,Beverage,339.87,0,39
2024-01-05,1002,104,266,Friday,False,Beverage,71.39,0,43
2024-01-05,1002,107,290,Friday,False,Beverage,78.41,30,63
2024-01-05,1002,104,284,Friday,False,Dessert,146.49,0,44
2024-01-05,1002,103,258,Friday,False,Appetizer,76.27,0,33
2024-01-05,1002,106,283,Friday,False,Beverage,191.51,0,37
2024-01-05,1002,104,267,Friday,False,Appetizer,110.92,0,42
2024-01-05,1002,108,293,Friday,False,Main Course,108.36,35,102
2024-01-05,1002,103,288,Friday,False,Main Course,230.35,21,37
2024-01-05,1002,105,257,Friday,False,Main Course,145.85,0,46
2024-01-05,1002,109,275,Friday,False,Beverage,139.45,0,34
2024-01-05,1002,105,253,Friday,False,Main Course,229.93,0,37
2024-01-05,1002,105,298,Friday,False,Main Course,392.75,0,38
2024-01-05,1002,103,297,Friday,False,Appetizer,254.52,0,27
2024-01-06,1002,102,291,Saturday,True,Main Course,396.74,0,39
2024-01-06,1002,103,298,Saturday,True,Main Course,392.75,0,29
2024-01-06,1002,105,292,Saturday,True,Beverage,339.87,0,54
2024-01-06,1002,105,264,Saturday,True,Beverage,359.13,33,105
2024-01-06,1002,107,286,Saturday,True,Dessert,315.32,0,73
2024-01-06,1002,105,263,Saturday,True,Beverage,158.0,0,56
2024-01-06,1002,105,300,Saturday,True,Main Course,53.98,0,39
2024-01-06,1002,106,289,Saturday,True,Dessert,385.38,0,46
2024-01-06,1002,102,272,Saturday,True,Beverage,102.04,0,91
2024-01-06,1002,102,256,Saturday,True,Appetizer,220.52,0,51
2024-01-06,1002,107,267,Saturday,True,Appetizer,110.92,0,61
2024-01-06,1002,104,253,Saturday,True,Main Course,229.93,0,35
2024-01-06,1002,108,293,Saturday,True,Main Course,108.36,137,602
2024-01-06,1002,109,274,Saturday,True,Beverage,176.85,0,23
2024-01-06,1002,104,258,Saturday,True,Appetizer,76.27,0,32
2024-01-06,1002,104,280,Saturday,True,Appetizer,436.14,0,66
2024-01-06,1002,104,284,Saturday,True,Dessert,146.49,44,176
2024-01-06,1002,102,275,Saturday,True,Beverage,139.45,0,79
2024-01-06,1002,108,251,Saturday,True,Appetizer,282.8,0,58
2024-01-06,1002,106,276,Saturday,True,Main Course,238.23,42,148
2024-01-06,1002,102,295,Saturday,True,Beverage,422.08,0,39
2024-01-06,1002,105,288,Saturday,True,Main Course,230.35,0,59
2024-01-06,1002,103,268,Saturday,True,Beverage,346.42,0,47
2024-01-06,1002,102,273,Saturday,True,Main Course,125.44,0,42
2024-01-06,1002,101,255,Saturday,True,Beverage,311.9,0,47
2024-01-06,1002,108,270,Saturday,True,Beverage,108.38,0,28
2024-01-06,1002,101,259,Saturday,True,Dessert,344.15,0,45
2024-01-06,1002,108,278,Saturday,True,Main Course,345.96,0,82
2024-01-06,1002,108,290,Saturday,True,Beverage,78.41,0,125
2024-01-06,1002,107,260,Saturday,True,Main Course,204.39,0,33
2024-01-06,1002,103,294,Saturday,True,Main Course,382.19,0,49
2024-01-06,1002,107,299,Saturday,True,Main Course,77.82,0,72
2024-01-06,1002,105,283,Saturday,True,Beverage,191.51,0,34
2024-01-06,1002,101,266,Saturday,True,Beverage,71.39,0,32
2024-01-06,1002,108,287,Saturday,True,Beverage,364.69,31,123
2024-01-06,1002,104,281,Saturday,True,Main Course,82.42,0,68
2024-01-06,1002,103,282,Saturday,True,Beverage,376.76,0,21
2024-01-06,1002,109,261,Saturday,True,Appetizer,431.65,0,26
2024-01-06,1002,108,252,Saturday,True,Main Course,402.23,0,62
2024-01-06,1002,105,296,Saturday,True,Beverage,282.95,0,45
2024-01-07,1001,104,212,Sunday,True,Beverage,153.19,0,35
2024-01-07,1001,108,224,Sunday,True,Main Course,299.85,0,57
2024-01-07,1001,106,214,Sunday,True,Main Course,322.51,0,59
2024-01-07,1001,103,219,Sunday,True,Beverage,446.94,0,27
2024-01-07,1001,109,220,Sunday,True,Main Course,440.05,0,23
2024-01-07,1001,107,237,Sunday,True,Appetizer,365.4,0,58
2024-01-07,1001,103,223,Sunday,True,Main Course,72.7,0,44
2024-01-07,1001,107,240,Sunday,True,Main Course,415.68,0,32
2024-01-07,1001,106,206,Sunday,True,Beverage,161.64,0,61
2024-01-07,1001,103,238,Sunday,True,Beverage,418.52,0,43
2024-01-07,1001,106,249,Sunday,True,Main Course,192.13,0,43
2024-01-07,1001,108,216,Sunday,True,Dessert,196.09,0,51
2024-01-07,1001,109,201,Sunday,True,Appetizer,284.68,0,17
2024-01-07,1001,104,230,Sunday,True,Appetizer,266.15,0,46
2024-01-07,1001,106,215,Sunday,True,Main Course,140.27,0,27
2024-01-07,1001,108,211,Sunday,True,Appetizer,196.56,0,41
2024-01-07,1001,109,245,Sunday,True,Main Course,133.69,0,36
2024-01-07,1001,106,202,Sunday,True,Dessert,304.94,0,74
2024-01-07,1001,104,234,Sunday,True,Dessert,106.01,0,31
2024-01-07,1001,101,250,Sunday,True,Dessert,393.15,0,49
2024-01-07,1001,101,232,Sunday,True,Beverage,336.98,0,43
2024-01-07,1001,108,246,Sunday,True,Beverage,404.8,0,78
2024-01-07,1001,109,213,Sunday,True,Dessert,97.76,0,23
2024-01-07,1001,108,236,Sunday,True,Beverage,186.23,0,84
2024-01-08,1001,106,217,Monday,False,Appetizer,421.36,0,15
2024-01-08,1001,105,213,Monday,False,Dessert,97.76,0,18
2024-01-08,1001,104,212,Monday,False,Beverage,153.19,35,43
2024-01-08,1001,102,211,Monday,False,Appetizer,196.56,0,15
2024-01-08,1001,106,237,Monday,False,Appetizer,365.4,0,27
2024-01-08,1001,104,222,Monday,False,Beverage,184.15,0,26
2024-01-08,1001,109,245,Monday,False,Main Course,133.69,36,48
2024-01-08,1001,104,228,Monday,False,Main Course,311.12,0,37
2024-01-08,1001,105,233,Monday,False,Beverage,405.19,0,10
2024-01-08,1001,101,210,Monday,False,Main Course,202.21,0,13
2024-01-08,1001,104,204,Monday,False,Dessert,272.29,0,26
2024-01-08,1001,105,247,Monday,False,Main Course,316.87,0,26
2024-01-08,1001,102,235,Monday,False,Main Course,178.43,0,27
2024-01-08,1001,103,240,Monday,False,Main Course,415.68,0,17
2024-01-08,1001,105,239,Monday,False,Beverage,311.52,0,22
2024-01-08,1001,104,250,Monday,False,Dessert,393.15,0,19
2024-01-08,1001,105,248,Monday,False,Beverage,319.43,0,20
2024-01-08,1001,103,214,Monday,False,Main Course,322.51,0,13
2024-01-08,1001,103,215,Monday,False,Main Course,140.27,0,14
2024-01-08,1001,102,242,Monday,False,Beverage,323.54,0,16
2024-01-08,1001,108,203,Monday,False,Appetizer,50.03,24,29
2024-01-08,1001,106,227,Monday,False,Appetizer,293.85,0,28
2024-01-08,1001,109,207,Monday,False,Appetizer,437.52,0,14
2024-01-08,1001,102,226,Monday,False,Main Course,315.73,0,9
2024-01-08,1001,109,225,Monday,False,Appetizer,365.83,0,18
2024-01-08,1001,108,220,Monday,False,Main Course,440.05,0,14
2024-01-08,1001,106,224,Monday,False,Main Course,299.85,0,26
2024-01-08,1001,104,205,Monday,False,Main Course,85.34,0,32
2024-01-08,1001,103,249,Monday,False,Main Course,192.13,0,15
2024-01-08,1001,101,201,Monday,False,Appetizer,284.68,0,12
2024-01-08,1001,101,221,Monday,False,Main Course,187.52,0,21
2024-01-09,1002,103,274,Tuesday,False,Beverage,176.85,0,7
2024-01-09,1002,107,260,Tuesday,False,Main Course,204.39,33,58
2024-01-09,1002,104,279,Tuesday,False,Dessert,229.07,0,27
2024-01-09,1002,106,286,Tuesday,False,Dessert,315.32,0,31
2024-01-09,1002,105,271,Tuesday,False,Beverage,436.42,0,19
2024-01-09,1002,108,283,Tuesday,False,Beverage,191.51,0,31
2024-01-09,1002,107,300,Tuesday,False,Main Course,53.98,0,20
2024-01-09,1002,102,263,Tuesday,False,Beverage,158.0,0,24
2024-01-09,1002,109,293,Tuesday,False,Main Course,108.36,0,9
2024-01-09,1002,103,258,Tuesday,False,Appetizer,76.27,33,52
2024-01-09,1002,103,269,Tuesday,False,Dessert,101.0,0,12
2024-01-09,1002,105,255,Tuesday,False,Beverage,311.9,0,14
2024-01-09,1002,106,291,Tuesday,False,Main Course,396.74,0,14
2024-01-09,1002,102,273,Tuesday,False,Main Course,125.44,42,48
2024-01-09,1002,101,266,Tuesday,False,Beverage,71.39,32,46
2024-01-09,1002,109,285,Tuesday,False,Beverage,138.72,0,29
2024-01-09,1002,109,262,Tuesday,False,Appetizer,394.35,0,12
2024-01-09,1002,105,297,Tuesday,False,Appetizer,254.52,0,24
2024-01-09,1002,102,267,Tuesday,False,Appetizer,110.92,0,16
2024-01-09,1002,108,296,Tuesday,False,Beverage,282.95,0,32
2024-01-09,1002,105,270,Tuesday,False,Beverage,108.38,0,9
2024-01-09,1002,106,284,Tuesday,False,Dessert,146.49,0,22
2024-01-09,1002,108,278,Tuesday,False,Main Course,345.96,82,113
2024-01-09,1002,109,254,Tuesday,False,Beverage,212.04,0,16
2024-01-09,1002,107,256,Tuesday,False,Appetizer,220.52,0,41
2024-01-09,1002,102,282,Tuesday,False,Beverage,376.76,20,29
2024-01-09,1002,104,294,Tuesday,False,Main Course,382.19,0,29
2024-01-09,1002,101,252,Tuesday,False,Main Course,402.23,0,35
2024-01-09,1002,106,275,Tuesday,False,Beverage,139.45,25,35
2024-01-10,1002,102,261,Wednesday,False,Appetizer,431.65,0,31
2024-01-10,1002,105,264,Wednesday,False,Beverage,359.13,138,255
2024-01-10,1002,101,270,Wednesday,False,Beverage,108.38,0,31
2024-01-10,1002,101,293,Wednesday,False,Main Course,108.36,0,17
2024-01-10,1002,104,255,Wednesday,False,Beverage,311.9,0,39
2024-01-10,1002,109,267,Wednesday,False,Appetizer,110.92,0,20
2024-01-10,1002,105,275,Wednesday,False,Beverage,139.45,0,26
2024-01-10,1002,103,288,Wednesday,False,Main Course,230.35,58,96
2024-01-10,1002,102,276,Wednesday,False,Main Course,238.23,0,40
2024-01-10,1002,109,292,Wednesday,False,Beverage,339.87,0,13
2024-01-10,1002,108,266,Wednesday,False,Beverage,71.39,0,27
2024-01-10,1002,102,263,Wednesday,False,Beverage,158.0,24,36
2024-01-10,1002,104,269,Wednesday,False,Dessert,101.0,69,165
2024-01-10,1002,104,268,Wednesday,False,Beverage,346.42,0,16
2024-01-10,1002,102,280,Wednesday,False,Appetizer,436.14,0,26
2024-01-10,1002,104,285,Wednesday,False,Beverage,138.72,0,37
2024-01-10,1002,108,296,Wednesday,False,Beverage,282.95,32,62
2024-01-10,1002,104,258,Wednesday,False,Appetizer,76.27,32,47
2024-01-10,1002,104,260,Wednesday,False,Main Course,204.39,0,38
2024-01-10,1002,106,254,Wednesday,False,Beverage,212.04,24,39
2024-01-10,1002,105,283,Wednesday,False,Beverage,191.51,34,49
2024-01-10,1002,106,294,Wednesday,False,Main Course,382.19,0,40
2024-01-10,1002,102,277,Wednesday,False,Appetizer,203.96,0,20
2024-01-10,1002,107,295,Wednesday,False,Beverage,422.08,0,24
2024-01-10,1002,104,282,Wednesday,False,Beverage,376.76,13,16
2024-01-10,1002,101,252,Wednesday,False,Main Course,402.23,35,70
2024-01-10,1002,102,286,Wednesday,False,Dessert,315.32,0,22
2024-01-10,1002,103,291,Wednesday,False,Main Course,396.74,11,12
2024-01-10,1002,104,257,Wednesday,False,Main Course,145.85,0,19
2024-01-10,1002,108,253,Wednesday,False,Main Course,229.93,0,18
2024-01-10,1002,104,290,Wednesday,False,Beverage,78.41,0,24
2024-01-10,1002,103,256,Wednesday,False,Appetizer,220.52,18,29
2024-01-10,1002,108,274,Wednesday,False,Beverage,176.85,0,27
2024-01-10,1002,103,273,Wednesday,False,Main Course,125.44,0,21
2024-01-10,1002,107,287,Wednesday,False,Beverage,364.69,0,10
2024-01-10,1002,109,279,Wednesday,False,Dessert,229.07,0,9
2024-01-10,1002,105,289,Wednesday,False,Dessert,385.38,0,39
2024-01-10,1002,105,284,Wednesday,False,Dessert,146.49,19,43
2024-01-10,1002,101,262,Wednesday,False,Appetizer,394.35,12,16
2024-01-11,1002,109,259,Thursday,False,Dessert,344.15,0,14
2024-01-11,1002,102,277,Thursday,False,Appetizer,203.96,20,34
2024-01-11,1002,106,297,Thursday,False,Appetizer,254.52,0,20
2024-01-11,1002,107,295,Thursday,False,Beverage,422.08,24,46
2024-01-11,1002,107,286,Thursday,False,Dessert,315.32,73,195
2024-01-11,1002,102,285,Thursday,False,Beverage,138.72,0,32
2024-01-11,1002,104,270,Thursday,False,Beverage,108.38,0,20
2024-01-11,1002,102,252,Thursday,False,Main Course,402.23,0,14
2024-01-11,1002,101,278,Thursday,False,Main Course,345.96,0,32
2024-01-11,1002,107,257,Thursday,False,Main Course,145.85,0,35
2024-01-11,1002,102,258,Thursday,False,Appetizer,76.27,0,20
2024-01-11,1002,102,290,Thursday,False,Beverage,78.41,0,33
2024-01-11,1002,104,267,Thursday,False,Appetizer,110.92,42,83
2024-01-11,1002,105,255,Thursday,False,Beverage,311.9,14,21
2024-01-11,1002,104,251,Thursday,False,Appetizer,282.8,0,26
2024-01-11,1002,104,273,Thursday,False,Main Course,125.44,0,14
2024-01-11,1002,108,282,Thursday,False,Beverage,376.76,0,31
2024-01-11,1002,105,269,Thursday,False,Dessert,101.0,0,18
2024-01-11,1002,104,289,Thursday,False,Dessert,385.38,0,28
2024-01-11,1002,101,281,Thursday,False,Main Course,82.42,0,20
2024-01-11,1002,104,263,Thursday,False,Beverage,158.0,0,13
2024-01-11,1002,106,253,Thursday,False,Main Course,229.93,23,35
2024-01-11,1002,105,288,Thursday,False,Main Course,230.35,59,92
2024-01-11,1002,106,272,Thursday,False,Beverage,102.04,39,68
2024-01-11,1002,103,284,Thursday,False,Dessert,146.49,0,23
2024-01-11,1002,104,300,Thursday,False,Main Course,53.98,0,15
2024-01-11,1002,105,296,Thursday,False,Beverage,282.95,45,73
2024-01-11,1002,109,294,Thursday,False,Main Course,382.19,26,39
2024-01-11,1002,104,265,Thursday,False,Dessert,77.7,0,27
2024-01-11,1002,101,264,Thursday,False,Beverage,359.13,0,30
2024-01-11,1002,106,287,Thursday,False,Beverage,364.69,0,34
2024-01-11,1002,103,274,Thursday,False,Beverage,176.85,7,4
2024-01-11,1002,107,268,Thursday,False,Beverage,338.54,13,24
2024-01-11,1002,109,279,Thursday,False,Dessert,229.07,9,9
2024-01-11,1002,107,256,Thursday,False,Appetizer,220.52,41,74
2024-01-11,1002,106,260,Thursday,False,Main Course,204.39,42,66
2024-01-12,1001,108,243,Friday,False,Dessert,411.88,0,39
2024-01-12,1001,104,235,Friday,False,Main Course,178.43,0,17
2024-01-12,1001,101,213,Friday,False,Dessert,97.76,0,24
2024-01-12,1001,106,201,Friday,False,Appetizer,284.68,11,12
2024-01-12,1001,101,219,Friday,False,Beverage,446.94,0,30
2024-01-12,1001,106,206,Friday,False,Beverage,161.64,61,131
2024-01-12,1001,106,225,Friday,False,Appetizer,365.83,0,41
2024-01-12,1001,103,214,Friday,False,Main Course,322.51,13,18
2024-01-12,1001,103,218,Friday,False,Beverage,392.39,0,11
2024-01-12,1001,105,234,Friday,False,Dessert,106.01,32,53
2024-01-12,1001,102,227,Friday,False,Appetizer,293.85,0,18
2024-01-12,1001,109,223,Friday,False,Main Course,72.7,0,25
2024-01-12,1001,105,237,Friday,False,Appetizer,365.4,0,20
2024-01-12,1001,101,233,Friday,False,Beverage,405.19,0,43
2024-01-12,1001,105,248,Friday,False,Beverage,319.43,20,39
2024-01-12,1001,108,242,Friday,False,Beverage,323.54,0,22
2024-01-12,1001,106,246,Friday,False,Beverage,404.8,0,12
2024-01-12,1001,101,249,Friday,False,Main Course,192.13,19,48
2024-01-12,1001,107,207,Friday,False,Appetizer,437.52,0,33
2024-01-12,1001,105,220,Friday,False,Main Course,440.05,0,29
2024-01-12,1001,103,202,Friday,False,Dessert,304.94,0,29
2024-01-12,1001,104,205,Friday,False,Main Course,85.34,32,61
2024-01-12,1001,105,215,Friday,False,Main Course,140.27,0,13
2024-01-12,1001,108,241,Friday,False,Appetizer,368.49,0,15
2024-01-12,1001,103,240,Friday,False,Main Course,415.68,17,34
2024-01-12,1001,105,208,Friday,False,Beverage,421.31,22,53
2024-01-12,1001,106,216,Friday,False,Dessert,196.09,0,34
2024-01-12,1001,101,239,Friday,False,Beverage,311.52,0,41
2024-01-12,1001,108,230,Friday,False,Appetizer,266.15,0,34
2024-01-12,1001,107,226,Friday,False,Main Course,315.73,0,21
2024-01-12,1001,101,209,Friday,False,Main Course,391.2,0,24
2024-01-12,1001,104,247,Friday,False,Main Course,316.87,0,20
2024-01-12,1001,108,211,Friday,False,Appetizer,196.56,41,85
2024-01-12,1001,107,244,Friday,False,Dessert,421.11,0,26
2024-01-13,1002,101,289,Saturday,True,Dessert,385.38,0,49
2024-01-13,1002,109,271,Saturday,True,Beverage,416.59,0,37
2024-01-13,1002,109,293,Saturday,True,Main Course,108.36,9,14
2024-01-13,1002,101,282,Saturday,True,Beverage,376.76,0,69
2024-01-13,1002,106,292,Saturday,True,Beverage,339.87,0,39
2024-01-13,1002,101,281,Saturday,True,Main Course,82.42,20,53
2024-01-13,1002,104,283,Saturday,True,Beverage,191.51,0,95
2024-01-13,1002,108,275,Saturday,True,Beverage,139.45,0,21
2024-01-13,1002,105,287,Saturday,True,Beverage,364.69,0,37
2024-01-13,1002,103,260,Saturday,True,Main Course,204.39,22,73
2024-01-13,1002,104,270,Saturday,True,Beverage,108.38,20,47
2024-01-13,1002,102,262,Saturday,True,Appetizer,394.35,0,35
2024-01-13,1002,102,265,Saturday,True,Dessert,77.7,0,82
2024-01-13,1002,106,284,Saturday,True,Dessert,146.49,22,90
2024-01-13,1002,102,290,Saturday,True,Beverage,78.41,33,104
2024-01-13,1002,108,286,Saturday,True,Dessert,315.32,0,46
2024-01-13,1002,102,300,Saturday,True,Main Course,53.98,33,100
2024-01-13,1002,103,259,Saturday,True,Dessert,344.15,0,46
2024-01-13,1002,106,257,Saturday,True,Main Course,145.85,0,53
